Date,Open,High,Low,Close,Adj Close,Volume
1980-07-02,6.656250,6.671875,6.562500,6.625000,1.665170,1147200
1980-07-03,6.625000,6.718750,6.593750,6.703125,1.684807,595200
1980-07-07,6.703125,6.750000,6.671875,6.734375,1.692660,1164800
1980-07-08,6.734375,6.796875,6.734375,6.734375,1.692660,716000
1980-07-09,6.750000,6.921875,6.750000,6.781250,1.704443,1250400
1980-07-10,6.781250,6.859375,6.781250,6.796875,1.708370,568800
1980-07-11,6.781250,6.781250,6.671875,6.781250,1.704443,859200
1980-07-14,6.781250,7.000000,6.750000,7.000000,1.759424,761600
1980-07-15,7.000000,7.109375,7.000000,7.015625,1.763352,984800
1980-07-16,7.015625,7.171875,7.000000,7.015625,1.763352,812000
1980-07-17,7.015625,7.203125,7.015625,7.187500,1.806552,765600
1980-07-18,7.187500,7.343750,7.171875,7.218750,1.814406,968000
1980-07-21,7.203125,7.203125,7.046875,7.093750,1.782988,408800
1980-07-22,7.093750,7.187500,7.062500,7.125000,1.790844,398400
1980-07-23,7.109375,7.109375,7.015625,7.062500,1.775133,724000
1980-07-24,7.062500,7.093750,6.953125,6.968750,1.751570,606400
1980-07-25,6.968750,6.968750,6.843750,6.843750,1.720151,743200
1980-07-28,6.843750,7.015625,6.828125,6.968750,1.751570,647200
1980-07-29,6.968750,7.171875,6.968750,7.125000,1.790844,742400
1980-07-30,7.187500,7.421875,7.187500,7.375000,1.853680,2252000
1980-07-31,7.359375,7.359375,7.250000,7.343750,1.845824,1137600
1980-08-01,7.343750,7.359375,7.218750,7.234375,1.818334,985600
1980-08-04,7.234375,7.328125,7.218750,7.281250,1.830116,671200
1980-08-05,7.281250,7.328125,7.265625,7.312500,1.837971,1004800
1980-08-06,7.312500,7.359375,7.281250,7.343750,1.845824,525600
1980-08-07,7.343750,7.484375,7.312500,7.484375,1.881169,1266400
1980-08-08,7.484375,7.578125,7.406250,7.421875,1.865460,795200
1980-08-11,7.421875,7.421875,7.328125,7.375000,1.853680,1805600
1980-08-12,7.375000,7.421875,7.281250,7.281250,1.830116,775200
1980-08-13,7.281250,7.312500,7.218750,7.218750,1.814406,860800
1980-08-14,7.218750,7.375000,7.218750,7.359375,1.849752,596800
1980-08-15,7.359375,7.500000,7.359375,7.500000,1.885097,844800
1980-08-18,7.468750,7.468750,7.312500,7.359375,1.871588,753600
1980-08-19,7.359375,7.390625,7.296875,7.296875,1.855693,617600
1980-08-20,7.296875,7.421875,7.281250,7.359375,1.871588,529600
1980-08-21,7.390625,7.453125,7.390625,7.390625,1.879534,564800
1980-08-22,7.421875,7.546875,7.421875,7.421875,1.887481,688000
1980-08-25,7.375000,7.375000,7.281250,7.375000,1.875561,704000
1980-08-26,7.375000,7.421875,7.359375,7.406250,1.883508,526400
1980-08-27,7.406250,7.437500,7.296875,7.328125,1.863640,663200
1980-08-28,7.312500,7.312500,7.218750,7.234375,1.839798,840800
1980-08-29,7.234375,7.250000,7.203125,7.234375,1.839798,841600
1980-09-02,7.234375,7.250000,7.203125,7.234375,1.839798,276800
1980-09-03,7.250000,7.375000,7.250000,7.375000,1.875561,902400
1980-09-04,7.375000,7.484375,7.328125,7.421875,1.887481,892800
1980-09-05,7.328125,7.328125,7.250000,7.250000,1.843772,820000
1980-09-08,7.250000,7.281250,7.140625,7.140625,1.815956,616800
1980-09-09,7.125000,7.125000,6.984375,7.093750,1.804035,1566400
1980-09-10,7.093750,7.296875,7.093750,7.203125,1.831850,887200
1980-09-11,7.250000,7.406250,7.250000,7.406250,1.883508,360800
1980-09-12,7.406250,7.453125,7.328125,7.343750,1.867613,423200
1980-09-15,7.343750,7.390625,7.234375,7.281250,1.851719,344000
1980-09-16,7.312500,7.421875,7.312500,7.406250,1.883508,1127200
1980-09-17,7.406250,7.609375,7.390625,7.531250,1.915297,1504800
1980-09-18,7.562500,7.687500,7.562500,7.625000,1.939140,1308800
1980-09-19,7.625000,7.765625,7.578125,7.765625,1.974902,1557600
1980-09-22,7.765625,7.859375,7.687500,7.812500,1.986824,889600
1980-09-23,7.812500,7.843750,7.625000,7.625000,1.939140,1404800
1980-09-24,7.625000,7.703125,7.515625,7.609375,1.935165,574400
1980-09-25,7.609375,7.687500,7.578125,7.593750,1.931190,533600
1980-09-26,7.546875,7.546875,7.453125,7.484375,1.903376,1979200
1980-09-29,7.468750,7.468750,7.328125,7.375000,1.875561,830400
1980-09-30,7.375000,7.484375,7.343750,7.453125,1.895430,924800
1980-10-01,7.421875,7.421875,7.296875,7.406250,1.883508,995200
1980-10-02,7.406250,7.421875,7.265625,7.343750,1.867613,640800
1980-10-03,7.343750,7.406250,7.265625,7.375000,1.875561,1102400
1980-10-06,7.375000,7.390625,7.328125,7.328125,1.863640,1027200
1980-10-07,7.328125,7.343750,7.156250,7.187500,1.827877,1519200
1980-10-08,7.187500,7.187500,7.125000,7.125000,1.811984,692000
1980-10-09,7.125000,7.156250,6.968750,6.984375,1.776220,1223200
1980-10-10,6.984375,7.046875,6.937500,6.937500,1.764298,947200
1980-10-13,6.937500,7.109375,6.937500,7.109375,1.808009,324000
1980-10-14,7.109375,7.187500,7.015625,7.046875,1.792113,906400
1980-10-15,7.046875,7.125000,7.031250,7.125000,1.811984,588800
1980-10-16,7.125000,7.187500,7.015625,7.015625,1.784167,751200
1980-10-17,7.015625,7.078125,6.968750,7.000000,1.780193,788000
1980-10-20,7.000000,7.015625,6.953125,7.015625,1.784167,492800
1980-10-21,7.015625,7.031250,6.953125,7.031250,1.788141,1701600
1980-10-22,7.031250,7.093750,6.968750,7.078125,1.800061,628000
1980-10-23,7.078125,7.156250,6.953125,6.953125,1.768273,745600
1980-10-24,6.953125,6.984375,6.890625,6.906250,1.756351,1151200
1980-10-27,6.906250,6.921875,6.671875,6.875000,1.748404,468000
1980-10-28,6.875000,6.984375,6.812500,6.937500,1.764298,840000
1980-10-29,6.968750,7.078125,6.968750,7.062500,1.796087,732800
1980-10-30,7.062500,7.078125,6.906250,6.937500,1.764298,880800
1980-10-31,6.937500,7.031250,6.875000,6.984375,1.776220,569600
1980-11-03,7.015625,7.171875,7.015625,7.171875,1.823903,741600
1980-11-05,7.312500,7.500000,7.312500,7.343750,1.867613,1163200
1980-11-06,7.312500,7.312500,7.203125,7.218750,1.835824,595200
1980-11-07,7.218750,7.234375,7.156250,7.187500,1.827877,648000
1980-11-10,7.187500,7.203125,7.140625,7.156250,1.819930,377600
1980-11-11,7.156250,7.187500,7.078125,7.078125,1.800061,326400
1980-11-12,7.078125,7.218750,7.078125,7.171875,1.823903,783200
1980-11-13,7.187500,7.281250,7.187500,7.265625,1.847746,1229600
1980-11-14,7.265625,7.421875,7.203125,7.281250,1.851719,832800
1980-11-17,7.265625,7.265625,7.156250,7.250000,1.866198,515200
1980-11-18,7.312500,7.421875,7.312500,7.359375,1.894352,1352800
1980-11-19,7.390625,7.609375,7.390625,7.500000,1.930550,819200
1980-11-20,7.500000,7.656250,7.484375,7.562500,1.946637,720800
1980-11-21,7.562500,7.625000,7.375000,7.437500,1.914461,698400
1980-11-24,7.421875,7.421875,7.218750,7.250000,1.866198,812800
1980-11-25,7.296875,7.468750,7.296875,7.421875,1.910439,1511200
1980-11-26,7.421875,7.609375,7.390625,7.531250,1.938594,872000
1980-11-28,7.546875,7.625000,7.546875,7.578125,1.950660,547200
1980-12-01,7.578125,7.578125,7.343750,7.375000,1.898375,792000
1980-12-02,7.375000,7.453125,7.296875,7.437500,1.914461,727200
1980-12-03,7.437500,7.468750,7.359375,7.375000,1.898375,643200
1980-12-04,7.375000,7.437500,7.312500,7.375000,1.898375,1425600
1980-12-05,7.375000,7.468750,7.328125,7.343750,1.890329,961600
1980-12-08,7.343750,7.375000,6.953125,7.093750,1.825978,2416800
1980-12-09,7.093750,7.109375,6.968750,7.062500,1.817934,1623200
1980-12-10,7.062500,7.093750,7.000000,7.015625,1.805869,627200
1980-12-11,7.015625,7.031250,6.875000,6.968750,1.793802,858400
1980-12-12,6.968750,7.062500,6.937500,7.046875,1.813912,698400
1980-12-15,7.046875,7.062500,6.937500,6.937500,1.785758,691200
1980-12-16,6.937500,6.968750,6.890625,6.937500,1.785758,575200
1980-12-17,6.937500,6.984375,6.890625,6.921875,1.781736,799200
1980-12-18,6.953125,7.156250,6.953125,7.000000,1.801846,488800
1980-12-19,7.000000,7.062500,6.953125,7.000000,1.801846,651200
1980-12-22,7.000000,7.171875,6.968750,7.109375,1.830001,916800
1980-12-23,7.109375,7.171875,7.046875,7.062500,1.817934,1509600
1980-12-24,7.093750,7.234375,7.093750,7.203125,1.854132,1293600
1980-12-26,7.203125,7.234375,7.187500,7.218750,1.858154,62400
1980-12-29,7.265625,7.375000,7.265625,7.312500,1.882286,495200
1980-12-30,7.312500,7.328125,7.187500,7.250000,1.866198,548000
1980-12-31,7.281250,7.406250,7.281250,7.375000,1.898375,321600
1981-01-02,7.375000,7.437500,7.375000,7.406250,1.906417,224800
1981-01-05,7.484375,7.671875,7.484375,7.609375,1.958704,1937600
1981-01-06,7.656250,7.906250,7.656250,7.890625,2.031099,3035200
1981-01-07,7.828125,7.828125,7.703125,7.828125,2.015011,2784800
1981-01-08,7.828125,7.843750,7.703125,7.718750,1.986857,2183200
1981-01-09,7.718750,7.796875,7.687500,7.703125,1.982835,2384800
1981-01-12,7.718750,7.890625,7.718750,7.734375,1.990879,990400
1981-01-13,7.734375,7.750000,7.687500,7.750000,1.994901,827200
1981-01-14,7.765625,7.843750,7.765625,7.765625,1.998923,916000
1981-01-15,7.765625,7.781250,7.734375,7.750000,1.994901,1169600
1981-01-16,7.765625,7.906250,7.765625,7.812500,2.010989,863200
1981-01-19,7.812500,7.859375,7.750000,7.812500,2.010989,1404800
1981-01-20,7.812500,7.812500,7.593750,7.593750,1.954680,1164800
1981-01-21,7.546875,7.546875,7.406250,7.421875,1.910439,1436800
1981-01-22,7.421875,7.437500,7.328125,7.375000,1.898375,611200
1981-01-23,7.375000,7.406250,7.343750,7.343750,1.890329,828800
1981-01-26,7.343750,7.406250,7.328125,7.406250,1.906417,766400
1981-01-27,7.406250,7.437500,7.296875,7.343750,1.890329,661600
1981-01-28,7.343750,7.453125,7.343750,7.343750,1.890329,572800
1981-01-29,7.343750,7.390625,7.296875,7.343750,1.890329,436800
1981-01-30,7.343750,7.390625,7.093750,7.265625,1.870220,918400
1981-02-02,7.250000,7.250000,7.125000,7.187500,1.850110,669600
1981-02-03,7.187500,7.343750,7.171875,7.343750,1.890329,981600
1981-02-04,7.343750,7.343750,7.234375,7.312500,1.882286,861600
1981-02-05,7.312500,7.390625,7.296875,7.375000,1.898375,683200
1981-02-06,7.375000,7.406250,7.328125,7.390625,1.902395,407200
1981-02-09,7.390625,7.437500,7.328125,7.343750,1.890329,705600
1981-02-10,7.343750,7.359375,7.250000,7.359375,1.894352,668000
1981-02-11,7.359375,7.375000,7.265625,7.328125,1.886308,1084800
1981-02-12,7.328125,7.359375,7.265625,7.281250,1.874242,1255200
1981-02-13,7.250000,7.250000,7.171875,7.171875,1.870167,1160000
1981-02-17,7.203125,7.281250,7.203125,7.265625,1.894613,792000
1981-02-18,7.312500,7.359375,7.312500,7.343750,1.914986,493600
1981-02-19,7.343750,7.390625,7.296875,7.343750,1.914986,917600
1981-02-20,7.343750,7.343750,7.265625,7.328125,1.910912,524000
1981-02-23,7.343750,7.484375,7.343750,7.437500,1.939433,1020000
1981-02-24,7.468750,7.609375,7.468750,7.531250,1.963879,1163200
1981-02-25,7.531250,7.625000,7.453125,7.625000,1.988326,1130400
1981-02-26,7.625000,7.921875,7.625000,7.890625,2.057591,1989600
1981-02-27,7.890625,7.906250,7.781250,7.843750,2.045368,1242400
1981-03-02,7.843750,7.953125,7.781250,7.921875,2.065741,1076000
1981-03-03,7.906250,7.906250,7.703125,7.734375,2.016848,806400
1981-03-04,7.734375,7.890625,7.718750,7.796875,2.033146,836000
1981-03-05,7.781250,7.781250,7.500000,7.562500,1.972028,856000
1981-03-06,7.546875,7.546875,7.375000,7.406250,1.931285,1173600
1981-03-09,7.437500,7.562500,7.437500,7.500000,1.955732,976000
1981-03-10,7.500000,7.578125,7.468750,7.468750,1.947582,961600
1981-03-11,7.468750,7.468750,7.375000,7.437500,1.939433,963200
1981-03-12,7.437500,7.718750,7.437500,7.718750,2.012772,751200
1981-03-13,7.718750,7.796875,7.625000,7.625000,1.988326,1060000
1981-03-16,7.625000,7.828125,7.453125,7.796875,2.033146,674400
1981-03-17,7.796875,7.859375,7.656250,7.671875,2.000550,1175200
1981-03-18,7.671875,7.796875,7.671875,7.750000,2.020921,722400
1981-03-19,7.765625,7.875000,7.765625,7.781250,2.029071,858400
1981-03-20,7.796875,8.062500,7.796875,8.015625,2.090189,1965600
1981-03-23,8.015625,8.093750,7.984375,8.031250,2.094262,900000
1981-03-24,8.031250,8.078125,7.875000,7.875000,2.053517,1591200
1981-03-25,7.890625,8.078125,7.890625,8.078125,2.106485,728800
1981-03-26,8.078125,8.109375,8.015625,8.031250,2.094262,1260000
1981-03-27,8.031250,8.078125,7.859375,7.890625,2.057591,807200
1981-03-30,7.890625,7.921875,7.750000,7.750000,2.020921,368000
1981-03-31,7.796875,7.968750,7.796875,7.890625,2.057591,448000
1981-04-01,7.890625,7.968750,7.843750,7.890625,2.057591,1112800
1981-04-02,7.890625,7.968750,7.890625,7.937500,2.069815,953600
1981-04-03,7.937500,7.984375,7.859375,7.875000,2.053517,1345600
1981-04-06,7.875000,7.875000,7.718750,7.843750,2.045368,648800
1981-04-07,7.843750,7.875000,7.718750,7.718750,2.012772,573600
1981-04-08,7.718750,7.750000,7.640625,7.671875,2.000550,419200
1981-04-09,7.671875,7.734375,7.640625,7.703125,2.008699,861600
1981-04-10,7.703125,7.812500,7.671875,7.703125,2.008699,712000
1981-04-13,7.703125,7.765625,7.656250,7.687500,2.004625,827200
1981-04-14,7.687500,7.781250,7.687500,7.734375,2.016848,612000
1981-04-15,7.734375,8.000000,7.718750,7.906250,2.061665,471200
1981-04-16,7.906250,7.968750,7.843750,7.906250,2.061665,627200
1981-04-20,7.906250,7.937500,7.796875,7.937500,2.069815,676000
1981-04-21,7.937500,7.984375,7.875000,7.890625,2.057591,652800
1981-04-22,7.890625,7.906250,7.781250,7.875000,2.053517,875200
1981-04-23,7.875000,8.125000,7.875000,8.000000,2.086113,1106400
1981-04-24,8.000000,8.015625,7.953125,7.953125,2.073889,1453600
1981-04-27,7.953125,7.968750,7.890625,7.921875,2.065741,674400
1981-04-28,7.921875,7.937500,7.812500,7.828125,2.041295,401600
1981-04-29,7.781250,7.781250,7.640625,7.750000,2.020921,624800
1981-04-30,7.750000,7.765625,7.515625,7.562500,1.972028,851200
1981-05-01,7.562500,7.640625,7.515625,7.531250,1.963879,706400
1981-05-04,7.500000,7.500000,7.390625,7.468750,1.947582,1297600
1981-05-05,7.468750,7.484375,7.453125,7.468750,1.947582,1408800
1981-05-06,7.468750,7.531250,7.468750,7.468750,1.947582,834400
1981-05-07,7.468750,7.500000,7.437500,7.437500,1.939433,1563200
1981-05-08,7.437500,7.468750,7.406250,7.453125,1.943507,1068000
1981-05-11,7.453125,7.484375,7.328125,7.359375,1.919061,1390400
1981-05-12,7.359375,7.359375,7.265625,7.343750,1.914986,528000
1981-05-13,7.343750,7.390625,7.281250,7.281250,1.898689,524000
1981-05-14,7.234375,7.234375,7.093750,7.171875,1.870167,1427200
1981-05-15,7.171875,7.203125,7.109375,7.125000,1.857945,419200
1981-05-18,7.125000,7.125000,7.031250,7.046875,1.862073,1092000
1981-05-19,7.046875,7.078125,7.031250,7.046875,1.862073,1107200
1981-05-20,7.046875,7.062500,7.000000,7.015625,1.853816,504800
1981-05-21,7.015625,7.062500,6.984375,7.000000,1.849687,867200
1981-05-22,7.000000,7.015625,6.937500,7.000000,1.849687,1324000
1981-05-26,7.000000,7.031250,6.937500,7.031250,1.857945,1402400
1981-05-27,7.046875,7.187500,7.046875,7.140625,1.886845,1037600
1981-05-28,7.140625,7.203125,7.015625,7.062500,1.866201,876000
1981-05-29,7.062500,7.093750,7.000000,7.031250,1.857945,1532000
1981-06-01,7.062500,7.343750,7.062500,7.296875,1.928135,740800
1981-06-02,7.296875,7.421875,7.218750,7.218750,1.907489,529600
1981-06-03,7.218750,7.218750,7.125000,7.171875,1.895102,508800
1981-06-04,7.203125,7.375000,7.203125,7.359375,1.944648,1040800
1981-06-05,7.375000,7.656250,7.375000,7.562500,1.998320,2096000
1981-06-08,7.562500,7.656250,7.531250,7.640625,2.018966,1404000
1981-06-09,7.640625,7.687500,7.625000,7.625000,2.014837,1637600
1981-06-10,7.625000,7.640625,7.500000,7.500000,1.981808,829600
1981-06-11,7.500000,7.562500,7.453125,7.562500,1.998320,856000
1981-06-12,7.562500,7.625000,7.453125,7.453125,1.969420,1410400
1981-06-15,7.484375,7.578125,7.484375,7.484375,1.977678,1259200
1981-06-16,7.468750,7.468750,7.250000,7.359375,1.944648,1238400
1981-06-17,7.359375,7.375000,7.265625,7.312500,1.932262,1069600
1981-06-18,7.296875,7.296875,7.156250,7.156250,1.890975,892000
1981-06-19,7.156250,7.218750,7.140625,7.187500,1.899232,371200
1981-06-22,7.203125,7.281250,7.203125,7.250000,1.915748,564000
1981-06-23,7.250000,7.312500,7.234375,7.312500,1.932262,598400
1981-06-24,7.312500,7.375000,7.187500,7.203125,1.903360,759200
1981-06-25,7.203125,7.250000,7.140625,7.156250,1.890975,576000
1981-06-26,7.156250,7.250000,7.125000,7.203125,1.903360,646400
1981-06-29,7.203125,7.281250,7.203125,7.265625,1.919876,758400
1981-06-30,7.250000,7.250000,7.187500,7.187500,1.899232,398400
1981-07-01,7.187500,7.187500,7.109375,7.156250,1.890975,919200
1981-07-02,7.156250,7.171875,7.093750,7.109375,1.878589,512000
1981-07-06,7.093750,7.093750,7.031250,7.093750,1.874460,1375200
1981-07-07,7.093750,7.171875,7.078125,7.125000,1.882717,896000
1981-07-08,7.125000,7.218750,7.109375,7.109375,1.878589,1650400
1981-07-09,7.109375,7.140625,7.078125,7.125000,1.882717,1088000
1981-07-10,7.125000,7.140625,7.078125,7.093750,1.874460,532800
1981-07-13,7.093750,7.125000,7.078125,7.093750,1.874460,997600
1981-07-14,7.078125,7.078125,7.000000,7.015625,1.853816,810400
1981-07-15,7.015625,7.046875,6.968750,7.031250,1.857945,996000
1981-07-16,7.031250,7.046875,6.984375,7.031250,1.857945,265600
1981-07-17,7.031250,7.062500,7.000000,7.015625,1.853816,876800
1981-07-20,7.015625,7.015625,6.812500,6.812500,1.800141,2703200
1981-07-21,6.812500,6.828125,6.609375,6.671875,1.762982,2785600
1981-07-22,6.671875,6.687500,6.359375,6.359375,1.680408,7488800
1981-07-23,6.359375,6.562500,6.296875,6.562500,1.734082,1900000
1981-07-24,6.562500,6.703125,6.562500,6.656250,1.758854,1088800
1981-07-27,6.656250,6.750000,6.656250,6.734375,1.779497,503200
1981-07-28,6.734375,6.734375,6.656250,6.687500,1.767111,394400
1981-07-29,6.687500,6.781250,6.671875,6.687500,1.767111,948000
1981-07-30,6.687500,6.781250,6.687500,6.765625,1.787755,500000
1981-07-31,6.765625,6.859375,6.765625,6.781250,1.791884,1151200
1981-08-03,6.781250,6.828125,6.656250,6.671875,1.762982,374400
1981-08-04,6.671875,6.718750,6.640625,6.671875,1.762982,1401600
1981-08-05,6.671875,6.750000,6.656250,6.656250,1.758854,1096800
1981-08-06,6.656250,6.703125,6.640625,6.656250,1.758854,484000
1981-08-07,6.656250,6.703125,6.656250,6.671875,1.762982,585600
1981-08-10,6.671875,6.765625,6.671875,6.765625,1.787755,560800
1981-08-11,6.765625,6.781250,6.718750,6.750000,1.783626,831200
1981-08-12,6.750000,6.781250,6.703125,6.703125,1.771241,458400
1981-08-13,6.687500,6.687500,6.578125,6.609375,1.746468,1789600
1981-08-14,6.593750,6.593750,6.500000,6.578125,1.738210,936800
1981-08-17,6.531250,6.531250,6.468750,6.484375,1.738209,564000
1981-08-18,6.468750,6.468750,6.375000,6.421875,1.721455,1095200
1981-08-19,6.421875,6.468750,6.375000,6.437500,1.725645,349600
1981-08-20,6.437500,6.484375,6.421875,6.453125,1.729833,470400
1981-08-21,6.421875,6.421875,6.359375,6.406250,1.717268,418400
1981-08-24,6.406250,6.406250,6.312500,6.328125,1.696325,396000
1981-08-25,6.328125,6.437500,6.296875,6.421875,1.721455,692800
1981-08-26,6.421875,6.453125,6.250000,6.312500,1.692137,1392800
1981-08-27,6.312500,6.359375,6.265625,6.312500,1.692137,581600
1981-08-28,6.312500,6.453125,6.281250,6.421875,1.721455,884000
1981-08-31,6.421875,6.515625,6.406250,6.421875,1.721455,736000
1981-09-01,6.421875,6.468750,6.343750,6.437500,1.725645,576000
1981-09-02,6.437500,6.484375,6.437500,6.453125,1.729833,800800
1981-09-03,6.453125,6.453125,6.312500,6.312500,1.692137,928000
1981-09-04,6.312500,6.343750,6.250000,6.265625,1.679572,502400
1981-09-08,6.265625,6.296875,6.062500,6.109375,1.637687,1460000
1981-09-09,6.109375,6.187500,6.062500,6.062500,1.625122,1138400
1981-09-10,6.078125,6.140625,6.078125,6.109375,1.637687,1156000
1981-09-11,6.156250,6.234375,6.156250,6.218750,1.667007,1069600
1981-09-14,6.218750,6.281250,6.218750,6.250000,1.675383,482400
1981-09-15,6.250000,6.296875,6.171875,6.171875,1.654441,340000
1981-09-16,6.171875,6.203125,6.171875,6.187500,1.658629,423200
1981-09-17,6.187500,6.281250,6.187500,6.187500,1.658629,682400
1981-09-18,6.187500,6.234375,6.140625,6.187500,1.658629,622400
1981-09-21,6.187500,6.296875,6.171875,6.265625,1.679572,659200
1981-09-22,6.265625,6.296875,6.156250,6.234375,1.671195,713600
1981-09-23,6.218750,6.218750,6.125000,6.187500,1.658629,273600
1981-09-24,6.187500,6.250000,6.125000,6.125000,1.641875,720800
1981-09-25,6.125000,6.125000,6.015625,6.093750,1.633499,1158400
1981-09-28,6.093750,6.203125,6.015625,6.171875,1.654441,654400
1981-09-29,6.250000,6.343750,6.250000,6.296875,1.687949,1130400
1981-09-30,6.296875,6.296875,6.218750,6.250000,1.675383,399200
1981-10-01,6.250000,6.265625,6.218750,6.250000,1.675383,451200
1981-10-02,6.250000,6.281250,6.203125,6.203125,1.662818,1344000
1981-10-05,6.203125,6.296875,6.171875,6.187500,1.658629,1153600
1981-10-06,6.187500,6.187500,6.093750,6.109375,1.637687,757600
1981-10-07,6.109375,6.171875,6.093750,6.156250,1.650252,324800
1981-10-08,6.171875,6.390625,6.171875,6.359375,1.704702,1485600
1981-10-09,6.375000,6.656250,6.375000,6.515625,1.746587,1521600
1981-10-12,6.515625,6.578125,6.500000,6.546875,1.754964,380800
1981-10-13,6.546875,6.546875,6.437500,6.437500,1.725645,653600
1981-10-14,6.437500,6.453125,6.359375,6.359375,1.704702,423200
1981-10-15,6.359375,6.421875,6.343750,6.375000,1.708891,548800
1981-10-16,6.375000,6.437500,6.375000,6.437500,1.725645,718400
1981-10-19,6.437500,6.468750,6.406250,6.453125,1.729833,343200
1981-10-20,6.453125,6.531250,6.453125,6.453125,1.729833,477600
1981-10-21,6.453125,6.546875,6.453125,6.484375,1.738209,466400
1981-10-22,6.468750,6.468750,6.296875,6.312500,1.692137,1364000
1981-10-23,6.312500,6.343750,6.109375,6.203125,1.662818,623200
1981-10-26,6.171875,6.171875,6.093750,6.125000,1.641875,486400
1981-10-27,6.125000,6.265625,6.125000,6.218750,1.667007,1502400
1981-10-28,6.203125,6.203125,6.109375,6.140625,1.646065,475200
1981-10-29,6.125000,6.125000,6.000000,6.046875,1.620933,1520800
1981-10-30,6.078125,6.203125,6.078125,6.203125,1.662818,1083200
1981-11-02,6.234375,6.343750,6.234375,6.312500,1.692137,869600
1981-11-03,6.312500,6.390625,6.281250,6.281250,1.683760,525600
1981-11-04,6.312500,6.437500,6.312500,6.375000,1.708891,1128000
1981-11-05,6.390625,6.484375,6.390625,6.390625,1.713078,2126400
1981-11-06,6.390625,6.468750,6.359375,6.421875,1.721455,532000
1981-11-09,6.421875,6.437500,6.328125,6.437500,1.725645,608800
1981-11-10,6.437500,6.515625,6.390625,6.453125,1.729833,1026400
1981-11-11,6.453125,6.453125,6.406250,6.437500,1.725645,568800
1981-11-12,6.437500,6.531250,6.421875,6.468750,1.734021,3766400
1981-11-13,6.468750,6.468750,6.375000,6.421875,1.721455,1953600
1981-11-16,6.312500,6.312500,6.203125,6.265625,1.704454,1548000
1981-11-17,6.265625,6.312500,6.218750,6.312500,1.717206,1248000
1981-11-18,6.312500,6.328125,6.218750,6.234375,1.695953,1300000
1981-11-19,6.234375,6.437500,6.234375,6.406250,1.742709,1696000
1981-11-20,6.406250,6.593750,6.406250,6.593750,1.793715,1091200
1981-11-23,6.593750,6.640625,6.546875,6.578125,1.789464,1226400
1981-11-24,6.578125,6.671875,6.562500,6.625000,1.802216,706400
1981-11-25,6.656250,6.734375,6.656250,6.718750,1.827720,1431200
1981-11-27,6.703125,6.703125,6.671875,6.687500,1.819217,857600
1981-11-30,6.687500,6.796875,6.656250,6.781250,1.844721,1134400
1981-12-01,6.781250,6.828125,6.734375,6.781250,1.844721,855200
1981-12-02,6.781250,6.781250,6.718750,6.718750,1.827720,687200
1981-12-03,6.718750,6.750000,6.640625,6.703125,1.823469,1344800
1981-12-04,6.718750,6.812500,6.718750,6.796875,1.848971,925600
1981-12-07,6.796875,6.828125,6.750000,6.765625,1.840471,1080000
1981-12-08,6.765625,6.843750,6.687500,6.843750,1.861723,1298400
1981-12-09,6.843750,6.906250,6.812500,6.812500,1.853222,808000
1981-12-10,6.812500,6.875000,6.796875,6.859375,1.865973,1128800
1981-12-11,6.859375,6.921875,6.843750,6.875000,1.870224,1086400
1981-12-14,6.843750,6.843750,6.796875,6.812500,1.853222,1386400
1981-12-15,6.812500,6.828125,6.718750,6.812500,1.853222,2204800
1981-12-16,6.812500,6.812500,6.718750,6.781250,1.844721,684000
1981-12-17,6.781250,6.843750,6.765625,6.796875,1.848971,1442400
1981-12-18,6.796875,6.843750,6.765625,6.812500,1.853222,921600
1981-12-21,6.812500,6.828125,6.718750,6.765625,1.840471,724800
1981-12-22,6.765625,6.796875,6.750000,6.750000,1.836220,1041600
1981-12-23,6.750000,6.796875,6.718750,6.734375,1.831969,920000
1981-12-24,6.734375,6.750000,6.640625,6.687500,1.819217,271200
1981-12-28,6.687500,6.734375,6.656250,6.718750,1.827720,487200
1981-12-29,6.718750,6.812500,6.687500,6.750000,1.836220,841600
1981-12-30,6.750000,6.859375,6.703125,6.750000,1.836220,441600
1981-12-31,6.750000,6.812500,6.687500,6.812500,1.853222,1001600
1982-01-04,6.812500,6.843750,6.765625,6.781250,1.844721,841600
1982-01-05,6.781250,6.812500,6.750000,6.781250,1.844721,504000
1982-01-06,6.750000,6.781250,6.718750,6.734375,1.831969,869600
1982-01-07,6.687500,6.734375,6.625000,6.656250,1.810717,765600
1982-01-08,6.718750,6.781250,6.656250,6.718750,1.827720,621600
1982-01-11,6.640625,6.765625,6.515625,6.546875,1.780964,674400
1982-01-12,6.546875,6.578125,6.500000,6.500000,1.768212,708800
1982-01-13,6.531250,6.578125,6.484375,6.531250,1.776713,997600
1982-01-14,6.578125,6.625000,6.515625,6.609375,1.797966,819200
1982-01-15,6.703125,6.796875,6.609375,6.734375,1.831969,1116000
1982-01-18,6.765625,6.875000,6.656250,6.843750,1.861723,1201600
1982-01-19,6.875000,6.937500,6.796875,6.796875,1.848971,1308000
1982-01-20,6.875000,6.937500,6.812500,6.859375,1.865973,1424000
1982-01-21,6.890625,6.937500,6.828125,6.843750,1.861723,1961600
1982-01-22,6.875000,6.890625,6.843750,6.843750,1.861723,1440000
1982-01-25,6.796875,6.843750,6.734375,6.812500,1.853222,764800
